# SAstep                 <H>               error
2036           -0.262096           0.0107251
2037           -0.259852           0.0120487
2038            -0.25961           0.0161502
2039           -0.272728          0.00890929
2040           -0.249416            0.014083
2041           -0.190638           0.0183289
2042           -0.226508           0.0138486
2043           -0.207625           0.0165939
2044           -0.246144            0.017196
2045           -0.239791           0.0156997
2046           -0.254052          0.00881413
2047           -0.230847           0.0177728
2048           -0.218017           0.0166242
2049           -0.223512           0.0139312
2050           -0.250929          0.00896635
2051           -0.257691           0.0118735
2052           -0.252451          0.00608613
2053           -0.249608           0.0119249
2054           -0.237892           0.0103937
2055           -0.263624           0.0104245
2056           -0.250989           0.0142874
2057           -0.247511           0.0139067
2058           -0.238747            0.013349
2059           -0.263332           0.0118896
2060           -0.254609          0.00805542
2061           -0.251706          0.00929294
2062            -0.24915           0.0125008
2063           -0.212715           0.0227015
2064           -0.260616           0.0082643
2065           -0.253726          0.00757412
2066           -0.244676           0.0117041
2067           -0.260343           0.0118973
2068           -0.254163          0.00837889
2069           -0.250403          0.00725653
2070           -0.256588           0.0117576
2071           -0.268673          0.00742651
2072           -0.244821          0.00960568
2073           -0.221194          0.00807139
2074           -0.264644          0.00789177
2075           -0.252405          0.00884024
2076           -0.253013           0.0070884
2077            -0.26329          0.00550489
2078           -0.258935           0.0149719
2079           -0.279035            0.007386
2080           -0.281778          0.00735595
2081           -0.283135           0.0103878
2082           -0.284686          0.00602052
2083           -0.266155          0.00753198
2084             -0.2656           0.0121424
2085           -0.252303           0.0129263
2086           -0.237121           0.0110744
2087           -0.218756           0.0169183
2088           -0.205321           0.0130829
2089           -0.244127           0.0125231
2090           -0.233797           0.0138429
2091           -0.256804           0.0140514
2092           -0.215294           0.0151323
2093           -0.200985            0.017211
2094           -0.178842           0.0208315
2095           -0.149513           0.0288842
2096           -0.212435           0.0172409
2097           -0.172586           0.0207238
2098           -0.211409           0.0208768
2099           -0.211048           0.0289274
2100           -0.212865           0.0241029
2101           -0.264233           0.0116847
2102           -0.244018           0.0137508
2103           -0.233355           0.0172618
2104           -0.273125           0.0112014
2105            -0.25373           0.0107888
2106           -0.277184          0.00953602
2107           -0.259844           0.0120931
2108           -0.274916           0.0117217
2109           -0.258028           0.0108171
2110           -0.250696           0.0174975
2111           -0.253702           0.0166082
2112           -0.270054           0.0131293
2113           -0.263496           0.0171482
2114           -0.290165          0.00903977
2115           -0.279283           0.0125826
2116             -0.3192           0.0109822
2117           -0.258535           0.0151245
2118           -0.215421           0.0237643
2119            -0.18041           0.0260086
2120           -0.255487            0.019268
2121           -0.296426          0.00994949
2122           -0.285508           0.0167887
2123           -0.230696           0.0145982
2124            -0.24147            0.016039
2125           -0.235214           0.0111725
2126           -0.209327           0.0178103
2127           -0.207204           0.0166627
2128           -0.265437           0.0119296
2129           -0.271794           0.0244401
2130           -0.314241           0.0160784
2131           -0.309657           0.0114943
2132           -0.273581           0.0159685
2133           -0.319852          0.00891453
2134            -0.34795          0.00874403
2135           -0.319102           0.0137627
2136           -0.257648           0.0197741
2137           -0.324596           0.0119086
2138           -0.359445           0.0104729
2139           -0.404079          0.00843583
2140           -0.330195           0.0128901
2141           -0.395964          0.00823812
2142           -0.432658          0.00510536
2143           -0.433728          0.00433916
2144           -0.381427          0.00707648
2145           -0.347242          0.00998565
2146           -0.408949          0.00678197
2147             -0.3647          0.00904167
2148           -0.379629          0.00484004
2149            -0.40217          0.00573119
2150           -0.432568          0.00383794
2151           -0.445084          0.00391546
2152           -0.438822          0.00372105
2153           -0.400382          0.00523142
2154           -0.410313          0.00538925
2155           -0.427937          0.00343744
2156           -0.428658          0.00405746
2157           -0.434092          0.00272749
2158           -0.442999          0.00234971
2159           -0.416451          0.00281487
2160           -0.409309          0.00509224
2161           -0.409719          0.00596095
2162           -0.420535          0.00588005
2163           -0.397906          0.00779218
2164            -0.39759          0.00451867
2165           -0.376062          0.00391209
2166           -0.411248          0.00296673
2167           -0.416297          0.00432453
2168           -0.427721          0.00345119
2169           -0.402435          0.00309219
2170           -0.413613          0.00375474
2171           -0.396937           0.0054415
2172           -0.398566          0.00517277
2173           -0.381827          0.00807829
2174           -0.386275          0.00270863
2175           -0.358092          0.00562223
2176           -0.362274          0.00498707
2177           -0.353376          0.00369525
2178           -0.369488          0.00563573
2179           -0.391924          0.00450278
2180            -0.41109          0.00327742
2181           -0.402814          0.00804699
2182           -0.390236          0.00857947
2183           -0.403069          0.00756158
2184           -0.409228          0.00633041
2185           -0.412628          0.00523333
2186           -0.407926          0.00351685
2187           -0.387191          0.00441871
2188           -0.380159          0.00338161
2189           -0.400022          0.00447047
2190           -0.417252          0.00437048
2191           -0.417102          0.00551728
2192           -0.422823          0.00350623
2193           -0.416741          0.00369125
2194            -0.41415           0.0045957
2195           -0.404531          0.00413319
2196           -0.405991          0.00496658
2197           -0.421088          0.00498179
2198           -0.409011          0.00366269
2199           -0.426739          0.00296756
2200           -0.425827          0.00295753
2201           -0.434272          0.00533955
2202           -0.427462          0.00483336
2203           -0.434689          0.00416695
2204           -0.426159          0.00267651
2205           -0.436768          0.00397369
2206            -0.43919           0.0027249
2207           -0.425035          0.00205012
2208            -0.41687          0.00257334
2209             -0.3868          0.00630123
2210           -0.352626          0.00557523
2211           -0.355781          0.00503841
2212           -0.362089          0.00491082
2213           -0.402301          0.00319572
2214           -0.371995          0.00385309
2215           -0.391009          0.00408621
2216           -0.403101           0.0044561
2217           -0.391654          0.00744785
2218           -0.402612          0.00379578
2219           -0.399438          0.00419389
2220           -0.390669          0.00329574
2221            -0.38575          0.00601341
2222           -0.385814          0.00677469
2223           -0.370644          0.00586808
2224           -0.388761          0.00755274
2225           -0.372204          0.00752037
2226           -0.372694          0.00833962
2227           -0.399511          0.00543093
2228           -0.385051          0.00403557
2229           -0.402591          0.00359493
2230            -0.39337            0.003421
2231           -0.392814          0.00463092
2232           -0.370882           0.0049947
2233           -0.341952           0.0084757
2234           -0.346475          0.00631037
2235           -0.302403          0.00925518
2236           -0.327069           0.0119737
2237           -0.257568           0.0127332
2238           -0.367131          0.00608221
2239           -0.391232          0.00676097
2240           -0.365889          0.00833952
2241           -0.347111          0.00981576
2242           -0.354672          0.00669626
2243           -0.380827          0.00476074
2244           -0.346603          0.00712082
2245           -0.354883          0.00411604
2246           -0.366411          0.00461386
2247           -0.347818          0.00412083
2248            -0.30529          0.00523448
2249           -0.316275          0.00408074
2250           -0.327533            0.005535
2251           -0.358104          0.00611779
2252           -0.335432          0.00421356
2253           -0.331979          0.00553377
2254           -0.358353          0.00387007
2255           -0.369857           0.0068226
2256           -0.372645          0.00642746
2257            -0.36599          0.00435188
2258           -0.385928          0.00592885
2259           -0.370983          0.00410813
2260           -0.403457          0.00403913
2261           -0.434173          0.00270586
2262           -0.426172          0.00302175
2263           -0.404806          0.00381143
2264           -0.386923          0.00507891
2265            -0.38649          0.00475476
2266           -0.389922          0.00563536
2267            -0.40113          0.00549804
2268           -0.386761          0.00653121
2269           -0.377925          0.00740234
2270           -0.369653          0.00793965
2271           -0.376204           0.0078439
2272           -0.371836          0.00458379
2273           -0.343066          0.00590053
2274           -0.363793          0.00558263
2275           -0.334615          0.00727536
2276           -0.327494          0.00694165
2277            -0.30505          0.00575841
2278           -0.301417          0.00482741
2279           -0.307144          0.00740991
2280           -0.310446           0.0104349
2281           -0.287125          0.00676747
2282           -0.309913          0.00937986
2283           -0.317109          0.00776856
2284           -0.330171          0.00702031
2285           -0.345913          0.00739871
2286           -0.344064          0.00815468
2287           -0.351855          0.00971244
2288           -0.358214          0.00635115
2289           -0.386584           0.0065731
2290           -0.381681          0.00635669
2291           -0.402435          0.00459253
2292           -0.428752          0.00455512
2293           -0.416672          0.00438383
2294           -0.417437          0.00747835
2295           -0.429739          0.00655714
2296           -0.435243          0.00515376
2297            -0.43991          0.00522063
2298           -0.438046          0.00383707
2299           -0.428079          0.00398485
2300           -0.419126          0.00742926
2301           -0.427824           0.0032505
2302           -0.394144          0.00553691
2303           -0.395526          0.00514152
2304           -0.379986          0.00525662
2305            -0.39955          0.00567838
2306           -0.386794          0.00453587
2307           -0.346991          0.00794568
2308           -0.362719          0.00658131
2309           -0.326454          0.00680873
2310           -0.409584          0.00371729
2311           -0.400778          0.00370196
2312           -0.390967          0.00661378
2313           -0.413662          0.00427692
2314           -0.378908          0.00762705
2315           -0.358091          0.00910914
2316           -0.429049          0.00463872
2317           -0.412527          0.00491348
2318           -0.418307          0.00524919
2319           -0.344689          0.00959961
2320           -0.404532          0.00681374
2321           -0.412355          0.00477181
2322           -0.412249          0.00617309
2323           -0.428163          0.00443658
2324           -0.390471          0.00640978
2325           -0.416227           0.0060207
2326           -0.441962          0.00413065
2327           -0.442259          0.00515987
2328           -0.437284          0.00410486
2329           -0.442032          0.00458366
2330           -0.449441           0.0028168
2331           -0.437573          0.00392796
2332           -0.441829          0.00417176
2333           -0.439525          0.00533277
2334           -0.435242          0.00446061
2335           -0.443468          0.00289568
2336           -0.439714          0.00372177
2337           -0.425065          0.00533527
2338           -0.433479          0.00628569
2339           -0.412747          0.00686406
2340           -0.420335          0.00540629
2341           -0.426346          0.00603089
2342           -0.414144           0.0102441
2343           -0.407258          0.00449666
2344           -0.423534          0.00588604
2345           -0.396129          0.00673847
2346           -0.279552            0.018424
2347           -0.342145           0.0154307
2348           -0.304207          0.00899174
2349           -0.383728           0.0102138
2350           -0.421685          0.00687459
2351           -0.431588          0.00442369
2352           -0.428403          0.00634429
2353           -0.440106          0.00360092
2354           -0.438874          0.00460413
2355           -0.438294          0.00782885
2356           -0.426089          0.00469403
2357           -0.406789          0.00955612
2358            -0.43116          0.00559218
2359           -0.445844          0.00207096
2360           -0.429637          0.00351161
2361           -0.416534          0.00633745
2362           -0.406207          0.00570669
2363           -0.432206          0.00521947
2364           -0.440259          0.00386715
2365            -0.43429          0.00246542
2366           -0.429435          0.00429133
2367           -0.422802          0.00578117
2368           -0.366692          0.00979427
2369           -0.366367           0.0154624
2370           -0.334554           0.0147156
2371           -0.351916           0.0147599
2372           -0.405738          0.00806508
2373           -0.426957          0.00551262
2374           -0.425795           0.0046266
2375           -0.417627           0.0047908
2376           -0.406527          0.00320184
2377           -0.409438          0.00364019
2378           -0.424657          0.00396618
2379           -0.431215          0.00414043
2380            -0.42848          0.00396528
2381           -0.419741            0.002925
2382           -0.399723          0.00340437
2383           -0.406587          0.00418287
2384           -0.421855          0.00300715
2385            -0.42293          0.00309964
2386            -0.39616          0.00395885
2387           -0.400741          0.00415406
2388           -0.406452             0.00443
2389           -0.401916          0.00658526
2390           -0.381857          0.00853704
2391           -0.360431          0.00891211
2392           -0.375197          0.00685364
2393           -0.397739           0.0048459
2394            -0.37167          0.00585569
2395           -0.337594          0.00445095
2396           -0.378564          0.00426053
2397           -0.330653          0.00457634
2398           -0.357769          0.00498896
2399           -0.361473          0.00778878
2400           -0.398378           0.0064563
2401           -0.437232          0.00396318
2402           -0.436998          0.00294711
2403           -0.422163          0.00417474
2404           -0.425409          0.00410669
2405           -0.431716          0.00342067
2406           -0.440034          0.00449512
2407           -0.415201          0.00614255
2408           -0.402128          0.00496152
2409            -0.43526          0.00328848
2410           -0.384093          0.00723239
2411           -0.283215           0.0116189
2412           -0.265994           0.0106028
2413           -0.374103          0.00915188
2414           -0.410148          0.00619005
2415            -0.40533          0.00513874
2416           -0.433965          0.00383914
2417            -0.43991          0.00305846
2418           -0.437324          0.00508268
2419           -0.435721          0.00423967
2420           -0.432073          0.00529549
2421           -0.413557          0.00819906
2422           -0.372453          0.00817845
2423           -0.434604           0.0033765
2424           -0.403753          0.00825975
2425           -0.401167          0.00621777
2426           -0.368976           0.0106289
2427           -0.379627           0.0103697
2428            -0.37015          0.00542709
2429           -0.388594          0.00720818
2430           -0.409016           0.0062462
2431           -0.424399            0.005553
2432           -0.439757           0.0051725
2433           -0.420848          0.00796094
2434           -0.412961          0.00741441
2435            -0.39627          0.00931381
2436           -0.405849          0.00825837
2437           -0.401639          0.00560393
2438           -0.400229          0.00871869
2439           -0.432547          0.00398713
2440           -0.438954          0.00538293
2441           -0.404785          0.00715331
2442            -0.43191          0.00593767
2443           -0.434954          0.00560605
2444           -0.426995          0.00462223
2445           -0.421353          0.00629021
2446           -0.417095          0.00637814
2447           -0.425557          0.00430397
2448           -0.422533          0.00433419
2449           -0.382828          0.00520436
2450            -0.37279          0.00559204
2451            -0.35984          0.00636075
2452           -0.355003           0.0104579
2453           -0.339132           0.0104659
2454            -0.38587           0.0101869
2455           -0.422017          0.00754392
2456           -0.426137           0.0066795
2457           -0.441667          0.00381266
2458           -0.425963          0.00336018
2459           -0.438671           0.0026887
2460           -0.427976          0.00383289
2461           -0.422521           0.0045568
2462           -0.399428          0.00388054
2463           -0.420524          0.00364132
2464           -0.435367          0.00346538
2465            -0.40956          0.00356472
2466           -0.387682          0.00547464
2467           -0.410161          0.00486889
2468           -0.424214          0.00509462
2469           -0.424479          0.00371469
2470           -0.409986          0.00499993
2471           -0.440563           0.0052674
2472           -0.434419          0.00282478
2473           -0.421975          0.00462239
2474           -0.412825          0.00729938
2475           -0.441548          0.00342228
2476            -0.43546           0.0043611
2477           -0.429776          0.00550938
2478           -0.429176          0.00514193
2479           -0.441936          0.00337503
2480           -0.431303          0.00243678
2481           -0.419557          0.00337639
2482           -0.429813          0.00696213
2483           -0.395046          0.00777274
2484           -0.402635          0.00842288
2485           -0.407987          0.00702422
2486           -0.383327          0.00744274
2487           -0.391953           0.0110226
2488            -0.43549          0.00471494
2489           -0.411513          0.00431651
2490           -0.418075          0.00701795
2491           -0.408135           0.0126384
2492           -0.431973           0.0102196
2493           -0.433948          0.00359625
2494           -0.425967          0.00716649
2495           -0.413943          0.00846586
2496           -0.433126          0.00528436
2497           -0.440831          0.00627174
2498           -0.429468          0.00439554
2499           -0.431711          0.00446193
2500           -0.434685          0.00418282
2501            -0.43936          0.00436282
2502           -0.409906          0.00837542
2503           -0.414733           0.0070692
2504           -0.443734          0.00376616
2505           -0.440391          0.00405454
2506           -0.436128          0.00668341
2507            -0.44795          0.00417305
2508           -0.428916          0.00841161
2509           -0.401673          0.00761809
2510           -0.402775          0.00892235
2511            -0.43616          0.00386987
2512           -0.419056          0.00747502
2513           -0.403234          0.00774921
2514           -0.428153          0.00506019
2515           -0.427883          0.00646859
2516           -0.426464          0.00601697
2517           -0.399693           0.0122722
2518           -0.425919          0.00515923
2519           -0.434602          0.00455672
2520           -0.415062          0.00680706
2521           -0.433545          0.00453664
2522           -0.438394          0.00541924
2523           -0.439191          0.00488941
2524           -0.444746           0.0039669
2525           -0.436257          0.00578066
2526           -0.443698          0.00361976
2527           -0.434004          0.00330669
2528           -0.415216          0.00313794
2529            -0.38322          0.00434635
2530           -0.354816          0.00467019
2531           -0.379619          0.00497505
2532            -0.38924          0.00308586
2533           -0.413744          0.00479314
2534            -0.42943          0.00297402
2535           -0.393867          0.00524514
2536           -0.402406          0.00431619
2537             -0.4175          0.00420775
2538           -0.388012          0.00474272
2539           -0.390468          0.00410946
2540           -0.334664          0.00897818
2541           -0.399702          0.00501537
2542           -0.396767          0.00473893
2543           -0.430473           0.0026768
2544           -0.439709          0.00316015
2545           -0.438131          0.00412632
2546           -0.421675          0.00496184
2547           -0.433656          0.00547806
2548           -0.400711          0.00478716
2549           -0.367705          0.00497656
2550           -0.394726          0.00446969
2551           -0.390326           0.0040095
2552           -0.391295          0.00989843
2553           -0.418286          0.00643472
2554           -0.437868          0.00362566
2555           -0.436699          0.00496697
2556           -0.442146          0.00356029
2557           -0.440689           0.0032327
2558           -0.435582          0.00440895
2559           -0.415198          0.00580417
2560           -0.415047          0.00733197
2561           -0.401348          0.00593382
2562           -0.408149           0.0067304
2563           -0.388144          0.00667405
2564           -0.392617          0.00549842
2565           -0.384538          0.00759563
2566           -0.408218          0.00239915
2567            -0.37978          0.00363172
2568           -0.396579          0.00367188
2569           -0.371618          0.00380542
2570           -0.392341          0.00496844
2571           -0.377149           0.0044752
2572           -0.392909          0.00409984
2573           -0.396152          0.00490838
2574           -0.390924          0.00411549
2575           -0.390067          0.00486498
2576           -0.401256          0.00458319
2577           -0.380759          0.00777668
2578           -0.370902          0.00784261
2579           -0.370933          0.00544309
2580           -0.357404           0.0085103
2581           -0.354769          0.00503614
2582           -0.347478          0.00477581
2583           -0.371702          0.00354892
2584           -0.382772          0.00517766
2585           -0.370179          0.00284629
2586           -0.360526          0.00450664
2587           -0.309703          0.00550397
2588           -0.338073          0.00597645
2589           -0.337737          0.00519417
2590           -0.327607          0.00682842
2591           -0.332024          0.00869584
2592           -0.314467          0.00941811
2593           -0.311559          0.00847466
2594           -0.305594          0.00669801
2595           -0.313191          0.00682019
2596           -0.298343          0.00760819
2597           -0.281574          0.00745558
2598           -0.304738          0.00583193
2599            -0.29056          0.00646096
2600            -0.29425          0.00696574
2601           -0.301848          0.00781827
2602           -0.261453          0.00858286
2603           -0.232645          0.00864988
2604           -0.192533          0.00933197
2605           -0.233248          0.00946116
2606           -0.274917          0.00474474
2607           -0.311848          0.00610761
2608           -0.336547          0.00740986
2609           -0.368214          0.00449774
2610           -0.361245          0.00684414
2611           -0.366733          0.00623075
2612           -0.365024          0.00806773
2613           -0.389206          0.00367123
2614           -0.401533          0.00455549
2615           -0.364793          0.00656554
2616           -0.371347          0.00461532
2617           -0.399206          0.00397299
2618           -0.359674          0.00434352
2619           -0.350219          0.00489291
2620           -0.364619          0.00577782
2621           -0.359097          0.00703678
2622           -0.371146          0.00573318
2623           -0.384823            0.006211
2624            -0.41541          0.00399805
2625           -0.410666          0.00329333
2626           -0.413197          0.00406557
2627           -0.430644          0.00488766
2628           -0.433528          0.00354081
2629           -0.437725          0.00298153
2630           -0.445846          0.00266983
2631           -0.434661          0.00461901
2632           -0.428347          0.00494855
2633           -0.405665          0.00706351
2634           -0.389963          0.00455319
2635           -0.404755          0.00478601
2636           -0.416307          0.00366314
2637           -0.419492          0.00475407
2638           -0.407105          0.00436009
2639           -0.423035          0.00422544
2640           -0.428962           0.0060071
2641           -0.426419          0.00499428
2642           -0.391286          0.00679828
2643            -0.43193          0.00600747
2644            -0.39586          0.00850042
2645           -0.399069          0.00994694
2646           -0.396389          0.00731278
2647           -0.384235           0.0101752
2648           -0.403544          0.00622067
2649           -0.407958          0.00676225
2650           -0.412177          0.00611171
2651           -0.413467          0.00451364
2652           -0.401051          0.00493487
2653           -0.393159          0.00689873
2654           -0.341293          0.00632102
2655           -0.260363           0.0125714
2656           -0.142922            0.015577
2657           -0.139346            0.015451
2658           -0.245126           0.0115231
2659           -0.310593          0.00957894
2660           -0.329224          0.00935859
2661           -0.321269          0.00886698
2662           -0.315244          0.00669365
2663           -0.217418           0.0100858
2664           -0.351495          0.00895359
2665           -0.358294          0.00638808
2666            -0.39562          0.00473443
2667           -0.390918          0.00352383
2668           -0.377409          0.00560155
2669           -0.392557          0.00327432
2670           -0.370987          0.00448569
2671           -0.387939          0.00502593
2672           -0.422362          0.00356791
2673           -0.426686          0.00397319
2674           -0.406939          0.00623652
2675           -0.422785          0.00532916
2676            -0.41892           0.0043585
2677            -0.40035          0.00700358
2678           -0.374613          0.00917252
2679           -0.374103          0.00572634
2680           -0.340895          0.00340041
2681           -0.289967          0.00531039
2682           -0.253451           0.0047398
2683           -0.264663          0.00602864
2684           -0.261778          0.00720221
2685           -0.284324          0.00560112
2686           -0.322088           0.0060132
2687           -0.347185          0.00399769
2688           -0.383435          0.00379529
2689           -0.356639          0.00490946
2690           -0.394251          0.00421067
2691           -0.363903          0.00291806
2692           -0.369613          0.00561431
2693            -0.38997          0.00442584
2694            -0.38103           0.0047909
2695           -0.368476          0.00523444
2696           -0.327336          0.00409799
2697           -0.292906          0.00371421
2698           -0.277034          0.00655316
2699           -0.339274          0.00566293
2700           -0.314533          0.00525492
2701           -0.315007          0.00429281
2702           -0.293052          0.00521783
2703           -0.315642          0.00683704
2704           -0.351934          0.00522247
2705           -0.360106          0.00417582
2706           -0.376528          0.00463979
2707           -0.380057          0.00489798
2708           -0.388392          0.00607632
2709           -0.410257          0.00376352
2710           -0.388174          0.00733213
2711           -0.361597          0.00654494
2712           -0.336143           0.0145557
2713           -0.333578           0.0118136
2714           -0.379138          0.00603241
2715           -0.382958          0.00574152
2716            -0.37326          0.00711951
2717           -0.392756          0.00624023
2718           -0.394943           0.0074588
2719           -0.406236          0.00598418
2720           -0.400072           0.0057502
2721           -0.381065          0.00953534
2722           -0.389953          0.00764258
2723            -0.39991          0.00652046
2724           -0.397397          0.00684953
2725           -0.414037          0.00572345
2726           -0.423331          0.00426739
2727            -0.42584          0.00282556
2728           -0.430431          0.00349188
2729           -0.422078          0.00261417
2730           -0.411545          0.00307473
2731           -0.391634          0.00625638
2732           -0.389255          0.00347963
2733            -0.35041          0.00659608
2734           -0.370146          0.00861706
2735           -0.411391          0.00398838
2736           -0.439787          0.00313534
2737           -0.440201          0.00360772
2738           -0.446213          0.00275213
2739           -0.440269          0.00387598
2740           -0.432232          0.00477405
2741           -0.427305          0.00555357
2742           -0.440828          0.00506116
2743           -0.426247          0.00611035
2744           -0.427413           0.0064436
2745           -0.386659           0.0118758
2746           -0.420912          0.00748309
2747           -0.403348          0.00737301
2748           -0.431153          0.00422882
2749             -0.4264          0.00416824
2750            -0.45048          0.00525034
2751           -0.439372          0.00305864
2752           -0.427577          0.00491325
2753            -0.39286          0.00596472
2754           -0.396145          0.00691524
2755           -0.369518          0.00880458
2756           -0.344636          0.00818634
2757            -0.34729          0.00946217
2758           -0.314896           0.0119017
2759           -0.329434           0.0109069
2760           -0.346371           0.0102983
2761           -0.333425           0.0128648
2762           -0.365086           0.0090507
2763            -0.37128          0.00695589
2764           -0.387273          0.00659185
2765           -0.377536          0.00775648
2766           -0.378705          0.00576287
2767           -0.371449          0.00824797
2768           -0.375839           0.0076471
2769           -0.375956           0.0109794
2770           -0.395647          0.00794691
2771           -0.409601          0.00649567
2772           -0.377457           0.0115049
2773           -0.429896          0.00463868
2774           -0.417802          0.00642676
2775           -0.412661          0.00669886
2776           -0.437131          0.00484628
2777           -0.406145           0.0070028
2778           -0.409258          0.00730806
2779           -0.347508           0.0151379
2780            -0.36705          0.00919626
2781           -0.338212           0.0113539
2782            -0.25989            0.019634
2783           -0.221722           0.0145105
2784           -0.284197           0.0149164
2785           -0.316219          0.00765604
2786           -0.296866           0.0132983
2787           -0.291286           0.0160956
2788           -0.335249           0.0132919
2789           -0.376433           0.0110919
2790           -0.400396          0.00548274
2791           -0.431755          0.00535731
2792           -0.435502          0.00488187
2793           -0.441056          0.00480756
2794            -0.42449          0.00571436
2795           -0.429053          0.00579542
2796           -0.428673          0.00576781
2797            -0.42874          0.00362462
2798           -0.440726          0.00382925
2799           -0.443715          0.00455305
2800           -0.442955           0.0034562
2801           -0.442013           0.0042927
2802           -0.443261          0.00341314
2803           -0.439537          0.00421538
2804           -0.442216          0.00446725
2805           -0.446833          0.00320476
2806           -0.427269          0.00417584
2807           -0.369883          0.00548893
2808           -0.404988          0.00362906
2809           -0.410166          0.00485698
2810            -0.38984          0.00459206
2811           -0.353057          0.00614507
2812           -0.375677          0.00728845
2813           -0.352602          0.00629381
2814           -0.246248            0.010992
2815           -0.259738          0.00636887
2816           -0.319083          0.00506985
2817           -0.390247          0.00597624
2818           -0.406009          0.00358508
2819           -0.440479          0.00404538
2820           -0.435912          0.00494428
2821            -0.41878           0.0058224
2822           -0.431767          0.00471107
2823           -0.423679          0.00528866
2824           -0.425624          0.00387267
2825           -0.409744          0.00523307
2826           -0.420272          0.00359142
2827           -0.393468          0.00453127
2828           -0.383662          0.00562445
2829           -0.296231          0.00660218
2830           -0.296328          0.00620035
2831           -0.311624          0.00622901
2832           -0.324613          0.00862171
2833           -0.353483          0.00546111
2834           -0.313339           0.0116565
2835           -0.361801          0.00513459
2836           -0.392453          0.00555184
2837           -0.380769          0.00528975
2838           -0.385014          0.00361363
2839           -0.395386          0.00436343
2840           -0.423851          0.00318313
2841           -0.435076          0.00382023
2842           -0.443525          0.00355206
2843           -0.444108           0.0040348
2844           -0.437842          0.00282008
2845           -0.435681          0.00360881
2846           -0.449845          0.00385679
2847           -0.431366          0.00377875
2848           -0.439436          0.00361042
2849           -0.435029          0.00325902
2850           -0.414514          0.00332463
2851           -0.407365          0.00407039
2852           -0.410916          0.00351697
2853           -0.427386          0.00332876
2854           -0.428148          0.00315832
2855           -0.410352          0.00530795
2856           -0.438815          0.00541804
2857           -0.408381          0.00443805
2858            -0.34298          0.00927386
2859            -0.39477          0.00872771
2860           -0.393576          0.00500851
2861           -0.422969          0.00417707
2862           -0.410018          0.00899607
2863           -0.423077          0.00461694
2864           -0.407444          0.00666557
2865           -0.373723           0.0087689
2866           -0.401336          0.00616614
2867           -0.366342           0.0077959
2868           -0.293657            0.016397
2869           -0.329477          0.00560846
2870           -0.355236           0.0078357
2871           -0.386215          0.00757494
2872           -0.418669          0.00505888
2873            -0.43542           0.0027578
2874           -0.375639          0.00497882
2875            -0.41615          0.00419627
2876           -0.430875          0.00583637
2877           -0.451454          0.00298456
2878           -0.438475          0.00450327
2879           -0.388966           0.0064109
2880           -0.377565          0.00766318
2881           -0.412107          0.00516881
2882           -0.409751          0.00451763
2883           -0.404881          0.00444898
2884           -0.400391          0.00428948
2885             -0.3804          0.00471144
2886           -0.388198          0.00569477
2887           -0.416151          0.00689675
2888           -0.411215           0.0103252
2889           -0.416964          0.00737895
2890           -0.416363           0.0064754
2891           -0.396441          0.00878256
2892           -0.442081           0.0033566
2893           -0.446398           0.0037634
2894           -0.423573          0.00499142
2895            -0.43079          0.00544355
2896           -0.421745          0.00535387
2897           -0.442556          0.00278712
2898            -0.44291          0.00366887
2899           -0.438419          0.00361744
2900           -0.436492            0.001864
2901           -0.441582          0.00391711
2902           -0.439147          0.00198815
2903           -0.420804          0.00539419
2904           -0.448344          0.00299096
2905           -0.436313           0.0043638
2906           -0.437072          0.00595587
2907           -0.433367           0.0062801
2908           -0.438542          0.00366474
2909           -0.447049          0.00269843
2910           -0.428815          0.00486686
2911           -0.403915          0.00670495
2912           -0.401796          0.00657164
2913           -0.406091           0.0066509
2914           -0.410247           0.0060753
2915           -0.435953          0.00507924
2916           -0.441602            0.004879
2917           -0.413238           0.0122998
2918           -0.389185          0.00891611
2919           -0.418452           0.0073688
2920           -0.417842          0.00653236
2921           -0.415533          0.00470487
2922           -0.419707          0.00361017
2923           -0.415594          0.00507486
2924           -0.394865           0.0065603
2925           -0.401223          0.00801927
2926           -0.421837          0.00702367
2927           -0.421693          0.00757106
2928           -0.436366          0.00405894
2929           -0.437351          0.00518263
2930           -0.444739          0.00407389
2931           -0.432007          0.00487653
2932           -0.443443          0.00426728
2933           -0.450249          0.00434374
2934           -0.436427           0.0038843
2935           -0.440174          0.00644753
2936           -0.418684          0.00536445
2937           -0.406653          0.00528243
2938           -0.399998          0.00781438
2939           -0.391594          0.00680403
2940           -0.408693          0.00792037
2941           -0.415217          0.00393755
2942           -0.357751           0.0118417
2943            -0.37775           0.0104206
2944           -0.350703           0.0129011
2945           -0.390065          0.00512414
2946           -0.408565          0.00744828
2947           -0.433226          0.00470182
2948           -0.420559          0.00605876
2949           -0.442085          0.00458279
2950           -0.437604          0.00417283
2951           -0.434073          0.00352303
2952           -0.418538          0.00804415
2953           -0.440128          0.00325461
2954           -0.440698          0.00449583
2955           -0.425604          0.00691033
2956           -0.442186          0.00409728
2957           -0.437233          0.00469691
2958             -0.4231          0.00392455
2959            -0.44773          0.00464302
2960            -0.44686          0.00336104
2961           -0.429232          0.00452607
2962           -0.433675          0.00416636
2963           -0.403865          0.00487331
2964           -0.374845          0.00407196
2965           -0.403396           0.0102706
2966           -0.400492          0.00659015
2967            -0.40993          0.00861472
2968           -0.398786          0.00558149
