#mu               sigma
0.848337             0.63719
0.868401            0.619505
0.845774            0.643886
0.844739            0.618625
0.834281            0.624646
0.798741             0.60994
0.792351            0.610368
0.796591            0.634273
0.824032            0.606496
0.815774            0.600523
0.797905            0.625466
0.845023            0.580097
0.88513            0.544717
0.86831            0.570752
0.859077            0.557518
0.829981            0.543308
0.877908            0.537991
0.905757            0.562503
0.905023            0.545096
0.890093            0.495444
0.922742            0.510689
0.905152            0.529302
0.864253            0.562744
0.881585            0.594186
0.834914            0.616203
0.825811            0.609925
0.856453            0.638953
0.819605            0.664397
0.787414            0.660553
0.737995            0.613775
0.713212            0.612334
0.727716            0.597977
0.719097             0.56116
0.75148            0.543337
0.70403             0.50791
0.731947            0.500816
0.684639            0.515422
0.657602            0.532783
0.695374            0.536153
0.7098            0.503476
0.67997            0.551619
0.714421            0.564178
0.684228            0.580359
0.671497            0.623731
0.681214            0.594305
0.729663            0.603062
0.751812            0.598403
0.782098            0.596926
0.79308            0.637543
0.789082            0.596714
0.746077            0.600723
0.794868            0.621391
0.744995            0.608088
0.780996            0.640967
0.747306            0.600681
0.711905            0.639362
0.701861            0.650715
0.70296            0.633417
0.731407            0.613115
0.733539            0.576661
0.779404            0.556899
0.820235            0.585416
0.804045            0.555159
0.823839            0.520144
0.865225            0.569311
0.894479            0.604541
0.879019             0.60488
0.897987            0.611398
0.872157            0.611456
0.876773            0.636863
0.925038            0.622265
0.91203            0.620445
0.935835            0.645386
0.982312            0.625172
0.965936            0.617711
0.948557            0.613762
0.911625            0.633605
0.879618              0.6193
0.833072            0.586513
0.867239            0.553755
0.86245            0.584733
0.837945            0.617148
0.789551            0.612576
0.828706            0.590472
0.795163            0.543023
0.77606            0.528662
0.813361            0.559155
0.837183            0.560802
0.882934            0.573605
0.906065            0.588767
0.8974            0.565235
0.923615            0.601157
0.879528            0.630798
0.846378             0.67303
0.834362            0.670594
0.86028            0.664048
0.861152            0.680301
0.839606            0.638348
0.839276            0.627627
0.856413            0.617279
0.841978            0.644824
0.85581            0.629161
0.819682            0.595053
0.807452            0.643873
0.769483            0.613443
0.769483            0.613443
0.80231            0.599413
0.824943            0.617792
0.825694            0.577642
0.786033            0.616247
0.774708            0.644919
0.772253             0.64194
0.766753            0.678024
0.781235            0.628079
0.8144            0.627694
0.858768            0.605096
0.905511            0.635452
0.901878            0.608391
0.902765            0.629122
0.891901            0.613688
0.851683             0.64527
0.804424            0.632222
0.836371            0.679518
0.852789            0.685489
0.822637            0.686826
0.834328            0.660897
0.879667            0.629072
0.874996            0.597053
0.885853            0.602692
0.895794            0.629317
0.890205            0.650231
0.854801            0.642441
0.864417            0.658391
0.846987            0.615344
0.825511            0.629441
0.809169            0.610272
0.765132            0.599712
0.799371             0.59123
0.806755            0.631234
0.836592            0.625732
0.822593            0.636974
0.790447             0.67164
0.782476              0.6873
0.781516            0.717376
0.777271            0.721531
0.797151            0.679723
0.760185            0.699679
0.765958            0.749413
0.772674            0.748319
0.73793             0.76447
0.739615            0.720818
0.780302            0.697602
0.763863            0.648299
0.797706            0.680218
0.799989            0.646101
0.805069            0.635645
0.788544            0.660409
0.820999             0.66814
0.814159            0.630426
0.815525            0.619252
0.8556            0.640611
0.816447            0.624057
0.80116            0.611776
0.783728             0.56814
0.811049            0.590019
0.829247            0.618229
0.80348            0.657837
0.852676            0.627513
0.895574            0.651636
0.92523            0.613139
0.886269            0.652821
0.859123            0.669471
0.829699            0.675028
0.780828            0.706431
0.816435            0.673795
0.781752            0.630438
0.76381            0.595442
0.789591            0.620791
0.789591            0.620791
0.772635             0.67057
0.748023            0.640999
0.792385             0.65423
0.787643            0.664423
0.783437            0.643413
0.794944              0.6048
0.762821            0.648959
0.781127            0.657838
0.797508            0.677039
0.753731            0.706241
0.781743            0.709166
0.829724            0.689909
0.850557            0.685137
0.830686            0.656063
0.837291            0.671818
0.798285            0.663147
0.806631            0.688336
0.759281            0.638655
0.80353            0.611763
0.793115            0.624673
0.759237             0.59554
0.806003            0.591824
0.847267            0.637891
0.861162            0.592956
0.81326            0.623661
0.80589            0.631717
0.823541            0.670015
0.863227            0.645195
0.878102            0.688486
0.90458             0.63988
0.903657             0.64455
0.930443            0.626511
0.954714            0.643262
0.930039            0.638435
0.884747            0.637737
0.862915            0.645462
0.881417            0.652577
0.893834            0.640899
0.849247            0.674534
0.805332            0.673079
0.78998            0.644018
0.794641            0.662634
0.790958            0.643976
0.797217            0.604702
0.794381             0.58156
0.753005            0.563835
0.802759            0.551842
0.778704             0.55645
0.762735            0.510278
0.804901            0.513034
0.819389            0.543956
0.843545            0.583029
0.881146            0.621814
0.849776            0.579574
0.806754            0.561619
0.806077             0.56796
0.817333            0.575687
0.828957             0.59151
0.785349            0.585537
0.742919            0.605984
0.696876            0.571193
0.693548            0.608003
0.664116            0.623757
0.678488            0.637595
0.679047            0.627767
0.674156            0.611148
0.637697            0.592973
0.683966            0.605575
0.683966            0.605575
0.720104            0.602327
0.759699            0.622945
0.797836            0.627622
0.786537            0.632176
0.800853            0.627762
0.806388            0.583608
0.78545            0.569673
0.752317            0.581033
0.753839            0.590341
0.721404            0.609746
0.751756            0.601791
0.788162              0.5975
0.810394            0.611925
0.842441            0.620958
0.814859            0.625533
0.841844            0.635288
0.846132            0.614453
0.886448             0.63025
0.83773            0.677332
0.81815            0.642532
0.860351            0.615376
0.877441             0.58891
0.850307            0.612931
0.827001            0.589753
0.777272            0.541332
0.798787            0.588467
0.761616            0.587521
0.764491            0.623568
0.763896            0.661899
0.762986            0.698985
0.769543            0.699561
0.736431            0.678465
0.745316             0.64737
0.713616            0.674177
0.729001            0.631744
0.729042            0.666335
0.725958            0.690575
0.745739            0.658169
0.767218            0.612799
0.763996            0.602177
0.775005            0.636253
0.821925            0.588286
0.78033            0.592251
0.814936            0.620508
0.81236            0.637549
0.76911             0.62621
0.746578            0.644889
0.788778            0.643344
0.825331            0.621954
0.834223            0.589693
0.801648            0.581566
0.752513             0.60475
0.775423            0.635493
0.817672            0.646009
0.769952            0.615797
0.801569            0.584861
0.787621            0.578819
0.767771            0.614362
0.750426            0.582454
0.749798            0.618518
0.764452            0.641263
0.777382            0.606817
0.825578            0.649588
0.794699            0.647523
0.791894            0.624248
0.781742            0.622779
0.781086            0.651633
0.763181            0.653254
0.796397            0.701718
0.750495            0.692795
0.768134            0.729726
0.782331            0.739702
0.78033            0.695356
0.7752            0.710137
0.801984            0.678986
0.801984            0.678986
0.804427              0.6563
0.789157            0.638699
0.800162            0.597558
0.775596            0.627493
0.729489            0.645967
0.684243            0.608327
0.705737            0.587874
0.666505            0.635842
0.702913            0.612715
0.742483            0.606891
0.702557             0.62173
0.703294            0.613098
0.72569            0.571302
0.77074            0.611367
0.760276            0.626645
0.714111            0.626452
0.676712            0.627339
0.693983            0.616322
0.738873            0.633476
0.731578             0.63412
0.737431            0.677522
0.773778            0.670692
0.814916            0.636763
0.855159            0.648996
0.809285            0.674799
0.772239            0.641593
0.748249            0.648893
0.78932             0.65156
0.791046            0.603229
0.768928            0.599465
0.733487            0.560614
0.782763            0.586842
0.772265            0.593199
0.74794            0.591153
0.714078            0.613602
0.683036            0.613197
0.672368             0.62716
0.690684            0.641774
0.697321            0.682505
0.712891            0.705306
0.697411            0.699593
0.715541            0.652226
0.709278            0.646629
0.729123            0.683469
0.688013            0.635012
0.676674            0.622118
0.669638            0.638451
0.694597            0.633014
0.677288            0.614273
0.703641            0.596659
0.692084             0.58454
0.731513            0.553683
0.70932             0.56341
0.704543            0.585832
0.7441            0.618549
0.730325            0.619053
0.770047            0.604512
0.756981            0.633827
0.766283             0.63164
0.783533            0.609771
0.747623            0.654398
0.760409            0.657029
0.760409            0.657029
0.788787             0.64334
0.779965            0.672096
0.748612            0.634644
0.769401            0.637653
0.755994            0.592829
0.77031            0.589175
0.745106            0.594576
0.70201            0.565556
0.708459            0.576603
0.744992            0.598257
0.741896            0.628829
0.716179            0.635096
0.717658            0.642987
0.761438            0.625504
0.802716            0.609601
0.773825            0.595248
0.754866            0.640313
0.80389            0.627652
0.796497            0.673901
0.776042            0.672942
0.780305            0.645445
0.823509            0.620437
0.788555            0.583627
0.779932            0.580992
0.789992            0.576188
0.802757            0.564825
0.806373            0.598843
0.855396            0.593011
0.86114            0.595317
0.817126            0.567877
0.779749            0.586182
0.751677             0.56818
0.746605            0.583052
0.792863            0.593221
0.778346            0.635056
0.752555            0.591759
0.752234            0.592843
0.733799             0.55732
0.767508            0.594798
0.769306            0.594006
0.792232            0.607236
0.835399             0.61046
0.813977            0.630049
0.824968            0.581551
0.82562            0.593498
0.778032            0.596366
0.819538            0.591844
0.794373            0.630806
0.823659            0.658675
0.820655            0.623875
0.811871            0.657649
0.854705            0.669543
0.887182            0.633098
0.839133            0.626443
0.820248            0.636837
0.778734             0.58837
0.828031            0.586376
0.837527            0.603426
0.793265            0.592142
0.791628            0.575805
0.81116            0.589279
0.795898            0.540064
0.763304            0.540972
0.763304            0.540972
0.781064            0.546893
0.826564            0.570861
0.797074            0.620799
0.821914            0.631508
0.838067            0.587658
0.861185            0.630114
0.835512            0.642106
0.871496              0.6113
0.840069            0.615045
0.798471            0.579326
0.777586            0.591504
0.758962            0.612132
0.80184            0.648199
0.816473            0.624871
0.814638            0.608592
0.816224            0.649295
0.811663            0.616993
0.782055            0.659225
0.810331             0.64324
0.805863            0.654047
0.782042            0.676754
0.774128            0.659196
0.741471            0.700614
0.716382            0.700858
0.758599            0.651109
0.797719            0.659504
0.765529            0.610074
0.747781            0.589631
0.75516            0.617157
0.795437            0.588789
0.757184            0.626542
0.785231            0.652377
0.773952            0.688533
0.727681            0.728268
0.77576            0.690341
0.798089            0.689403
0.842139            0.667541
0.831216            0.687629
0.8414            0.653428
0.881922            0.632911
0.85913              0.6323
0.830012            0.633318
0.81258            0.653847
0.782766            0.620574
0.768605            0.582167
0.767913            0.618361
0.767054            0.622058
0.777947            0.625972
0.81812            0.636946
0.79477            0.672096
0.813291            0.657221
0.771439            0.692166
0.734131            0.712816
0.766505            0.666926
0.765351            0.638334
0.811673            0.612415
0.802219            0.635518
0.801044            0.596763
0.824875            0.635512
0.786353            0.610518
0.796335            0.653158
0.757347             0.64332
0.757347             0.64332
0.792263            0.613106
0.806697            0.646515
0.759336            0.655864
0.724309             0.60855
0.745696            0.625056
0.779224            0.670606
0.768412            0.644208
0.806757            0.655171
0.848001            0.658815
0.862588            0.654736
0.844353            0.666835
0.856935            0.648025
0.856203            0.637293
0.83414            0.596573
0.834116            0.627342
0.877279            0.618016
0.876889            0.584675
0.886714            0.578243
0.91105            0.613096
0.918919            0.623049
0.898503            0.668128
0.887196              0.6463
0.914734            0.614072
0.908926            0.642145
0.901543            0.623247
0.874219            0.651126
0.848335            0.619729
0.872748            0.614193
0.875167            0.603672
0.877367            0.592206
0.905781            0.631201
0.89611            0.599875
0.871073            0.592729
0.859472            0.578509
0.811544            0.561756
0.796738            0.569503
0.817613            0.604963
0.832806            0.591341
0.819953            0.624449
0.81574            0.613169
0.814141            0.590302
0.77664            0.608754
0.784427            0.635681
0.790415            0.654276
0.805036            0.638279
0.824812            0.635095
0.826117            0.640395
0.778239            0.608666
0.804512              0.6402
0.75909            0.609121
0.76724             0.59127
0.799255            0.556899
0.823923            0.573665
0.794046              0.6208
0.794046              0.6208
0.779173            0.623779
0.766281            0.589209
0.795409            0.595207
0.809033            0.585377
0.792452            0.623057
0.810492            0.613462
0.808624            0.582995
0.849731            0.587586
0.834946             0.61129
0.841935            0.640139
0.840098            0.617853
0.848834            0.602753
0.845068            0.613325
0.841812            0.619401
0.810471            0.586961
0.785305            0.568523
0.812147            0.593222
0.812912             0.63689
0.843499            0.638398
0.839107            0.620562
0.857112            0.607935
0.841825            0.580349
0.852958            0.597857
0.867435            0.577339
0.824911            0.583352
0.78546            0.595987
0.765217            0.624425
0.732031            0.647021
0.746913            0.625148
0.737898            0.635783
0.754983             0.62941
0.758923            0.614792
0.78221            0.606938
0.744766              0.6106
0.750938             0.62709
0.781231            0.631104
0.790561            0.597794
0.794655            0.567151
0.821282            0.615171
0.834116            0.590014
0.858132            0.608229
0.888289            0.647728
0.843717            0.637884
0.828945            0.627778
0.826097             0.61342
0.800824            0.654697
0.786247            0.616865
0.782603            0.607472
0.751313            0.578443
0.787817            0.616826
0.756889             0.59151
0.763206            0.623519
0.793097            0.615343
0.77547            0.592453
0.811933            0.628662
0.798493            0.616957
0.808988            0.666538
0.79334            0.632815
0.832453            0.584096
0.832453            0.584096
0.840035            0.589959
0.845743            0.601168
0.844302            0.634965
0.866641             0.61336
0.865844            0.601452
0.873045             0.58391
0.88243            0.599698
0.862815            0.582674
0.838063            0.578419
0.877836            0.604355
0.87739             0.62038
0.839277            0.591789
0.872591            0.603478
0.907774            0.625484
0.881233            0.638595
0.844596            0.666979
0.849674            0.617019
0.828237            0.600992
0.826648             0.56904
0.867133             0.59738
0.853436            0.640395
0.826035            0.655885
0.792048            0.647655
0.798364            0.599955
0.810916            0.623958
0.763508            0.662637
0.793497            0.657735
0.817266            0.622194
0.859797            0.605971
0.819335            0.603908
0.775552            0.629163
0.792058            0.633686
0.813457            0.646072
0.766678            0.623474
0.766495            0.660424
0.813471            0.656186
0.813774            0.620329
0.791761            0.592467
0.764552            0.603129
0.812837            0.571919
0.780193            0.585356
0.798588            0.575806
0.814443             0.59213
0.807922            0.640288
0.783725            0.630489
0.739362            0.629888
0.771307            0.587049
0.803826            0.583687
0.761821            0.584361
0.790235             0.57927
0.755023            0.580163
0.75975            0.620282
0.788514            0.580847
0.820998            0.590787
0.83365            0.617977
0.804114            0.587198
0.810079            0.627411
0.820138            0.650461
0.802693            0.634008
0.802693            0.634008
0.838268            0.610636
0.803916            0.596591
0.801119            0.577664
0.767996            0.620577
0.737295            0.620453
0.749206            0.650636
0.777253              0.6544
0.77696            0.608062
0.793966             0.61056
0.802612            0.634879
0.761777            0.596316
0.79036            0.624315
0.806453            0.636527
0.778846            0.615201
0.774445            0.596646
0.790935            0.594069
0.809225            0.574759
0.83893            0.606823
0.845892            0.597545
0.854471            0.589229
0.84304            0.599883
0.849116            0.603606
0.862438            0.625761
0.870948            0.606401
0.837005            0.639017
0.820758            0.622436
0.831383            0.586493
0.827339             0.60322
0.823829            0.590169
0.82504            0.609196
0.828235            0.643731
0.779825            0.660415
0.801035            0.671042
0.832512            0.628131
0.831385            0.590961
0.790772            0.630231
0.753704            0.597752
0.765008            0.612113
0.77843            0.654874
0.74869            0.626569
0.731297            0.600646
0.723179            0.581984
0.739018            0.627564
0.732575             0.58822
0.704116            0.562228
0.692384            0.586449
0.736234            0.607894
0.745797            0.611866
0.752985            0.643013
0.748507            0.608849
0.714053            0.610624
0.754344            0.658015
0.750507            0.660911
0.750507            0.660911
0.757226            0.687486
0.803123             0.67594
0.762832            0.647123
0.799608            0.602132
0.813885            0.566863
0.79223            0.575805
0.797723            0.609558
0.820255            0.585469
0.810996            0.580537
0.842083            0.612333
0.803549            0.618659
0.798951            0.626655
0.796938            0.621556
0.78519            0.642933
0.791138            0.619352
0.814091            0.666394
0.858289            0.636459
0.81322            0.614892
0.773002            0.641541
0.795822            0.607734
0.821811            0.630305
0.794468            0.663426
0.84227            0.617088
0.859683            0.615192
0.847396            0.594376
0.848538            0.619785
0.798825            0.604758
0.840672            0.647947
0.829607            0.651234
0.820388            0.615962
0.857186             0.64122
0.835912            0.622647
0.849748            0.610827
0.826404            0.609123
0.784593            0.593101
0.734713             0.62804
0.756463            0.593652
0.769114            0.604212
0.793697            0.580106
0.782355            0.580505
0.758577            0.589635
0.77451            0.610083
0.818741            0.621416
0.821405            0.605816
0.794296            0.646707
0.825902            0.605421
0.823968            0.572956
0.853837            0.561544
0.878714             0.55703
0.859938            0.598402
0.858651            0.592083
0.845959            0.605177
0.838464             0.65476
0.818238            0.634344
0.818238            0.634344
0.845801            0.623415
0.829146            0.636641
0.86839            0.610244
0.840177            0.607453
0.796104            0.612581
0.757387            0.616671
0.759221             0.59702
0.759707            0.602525
0.748021            0.637747
0.75242            0.626204
0.727444            0.648799
0.742872            0.638102
0.762061            0.592111
0.790608            0.560758
0.769669            0.587151
0.776582            0.615998
0.820861            0.594539
0.796954            0.587773
0.839794            0.612544
0.831419            0.638322
0.804821            0.674996
0.848469            0.652797
0.86687            0.641023
0.828075            0.662163
0.812154            0.638369
0.839511            0.647345
0.865957             0.59923
0.880951            0.617604
0.832529            0.635356
0.818301            0.651611
0.778403            0.608119
0.769289            0.615946
0.807677            0.617574
0.829533             0.59262
0.831052            0.619898
0.820866            0.600289
0.775728            0.645984
0.773666            0.680796
0.782067            0.641437
0.767291            0.623104
0.795959            0.598917
0.77529             0.61731
0.769799             0.63113
0.782724            0.629899
0.820759            0.630541
0.838649             0.61899
0.82788            0.633151
0.798878             0.63332
0.772373            0.655862
0.727176            0.667304
0.76318            0.619315
0.726117            0.606624
0.75643            0.599393
0.754126            0.585322
0.797891            0.619993
0.814933            0.582812
0.844696            0.591947
0.844696            0.591947
0.848854            0.623213
0.816877            0.634844
0.842469            0.641382
0.831791            0.600742
0.816465             0.58984
0.829743            0.616139
0.781213            0.593818
0.785611            0.602003
0.827938            0.605925
0.807348            0.570658
0.813779            0.569649
0.774099            0.584121
0.764503            0.593977
0.794978            0.593293
0.841029            0.611038
0.829308            0.590304
0.858039            0.606083
0.816119            0.643318
0.797732             0.61555
0.762321            0.653266
0.761127             0.62066
0.782505            0.659149
0.750954            0.631295
0.789847            0.586583
0.820775             0.58135
0.782535            0.565388
0.804952            0.592007
0.79184            0.586486
0.751115             0.62977
0.765904            0.605114
0.809053            0.629642
0.832392            0.641514
0.795658            0.660618
0.820236            0.638863
0.801379            0.643102
0.751546            0.642673
0.746313            0.622278
0.740082            0.619658
0.753644             0.58335
0.736072            0.610774
0.758559            0.576001
0.723763            0.610882
0.729972            0.588381
0.752353            0.614469
0.790055            0.638018
0.821599            0.620296
0.847021            0.593487
0.855523            0.632355
0.810583            0.610736
0.796191            0.632213
0.817239            0.590269
0.841224            0.634427
0.821039            0.599438
0.789715            0.603938
0.807967             0.58073
0.803149            0.576993
0.803149            0.576993
0.776805             0.57607
0.753299            0.611923
0.790231            0.590578
0.803916            0.627531
0.839871            0.601896
0.801814             0.56118
0.776946            0.586948
0.770523            0.601065
0.818975             0.59716
0.819611            0.584117
0.790848            0.609991
0.808592            0.609133
0.770405            0.614241
0.79633            0.607749
0.790651            0.577635
0.770354            0.589114
0.779602            0.609938
0.779533            0.653395
0.8069            0.605606
0.812857            0.604107
0.806362            0.624799
0.774119            0.633899
0.772119            0.617863
0.774367            0.607094
0.805032            0.640398
0.787867            0.616592
0.80477            0.610159
0.813004            0.607517
0.834625            0.580621
0.818143            0.617441
0.797797            0.618803
0.827588            0.610815
0.794271             0.60556
0.832494            0.605141
0.839779            0.614827
0.807229            0.638624
0.8089            0.614591
0.855501            0.636564
0.812699            0.587207
0.82904            0.610442
0.84451            0.646543
0.84451            0.646543
0.799079            0.634672
0.782855            0.604144
0.76681            0.642518
0.771458            0.633874
0.78941            0.649215
0.837304            0.618438
0.846606            0.635747
0.837705            0.590035
0.835774            0.621912
0.835413            0.632701
0.824337            0.598977
0.778359            0.630991
0.792561            0.596645
0.834012            0.592241
0.845891            0.611034
0.862628            0.591761
0.859639            0.593659
0.83252            0.629798
0.818904            0.652525
0.781298            0.617257
0.796746            0.601406
0.81583            0.576843
0.807608            0.571525
0.847975             0.60559
0.826828            0.578186
0.805395            0.570442
0.816364            0.615299
0.792734            0.640618
0.749459            0.596179
0.798947            0.623935
0.816531            0.626306
0.793178            0.630713
0.836915            0.609209
0.83127            0.644637
0.805352             0.61175
0.793751            0.624189
0.79814            0.610802
0.776138            0.637519
0.755269            0.617133
0.779432            0.663412
0.775856            0.661306
0.757878            0.631219
0.760013            0.627235
0.740261            0.606825
0.781993            0.616726
0.786121            0.578428
0.759201            0.615574
0.768117            0.611895
0.721228            0.654201
0.7167            0.634959
0.742083            0.620294
0.767909            0.645003
0.751729            0.666575
0.794038            0.633813
0.826434            0.623642
0.783281            0.601464
0.824176             0.58254
0.84155            0.627083
0.843531            0.600269
0.824617             0.62036
0.816181            0.589897
0.796946            0.606125
0.796946            0.606125
0.778871            0.590921
0.763094            0.639323
0.805222             0.61121
0.823967             0.64485
0.789985             0.62028
0.78108            0.645951
0.757606            0.596861
0.768356             0.59725
0.812696            0.605959
0.779387            0.586788
0.754814            0.615822
0.761197            0.660271
0.738038            0.642733
0.765504            0.602093
0.802445            0.601126
0.757148            0.631048
0.797909            0.603146
0.770828            0.650465
0.787636            0.617215
0.796277            0.622321
0.759913            0.641891
0.756125            0.623141
0.783136            0.653091
0.7408            0.636137
0.786691            0.596481
0.80118            0.626067
0.82692             0.58961
0.810094            0.598926
0.761684            0.620626
0.759744            0.619364
0.774248            0.666166
0.791394             0.67474
0.80074            0.658169
0.790847             0.65332
0.79988            0.606053
0.819539            0.600227
0.814548            0.601496
0.821291            0.650874
0.831898            0.605548
0.796916            0.635414
0.822781            0.643175
0.833701            0.654711
0.825908            0.612212
0.821335            0.624824
0.793097            0.616269
0.823112            0.649352
0.784918            0.607369
0.766658            0.587602
0.804734            0.601423
0.766872            0.599943
0.78459             0.64156
0.778252            0.618496
0.808074            0.629137
0.795303            0.595109
0.841186            0.608639
0.79968            0.651174
0.792674            0.645709
0.794238            0.621331
0.758019            0.623228
0.787456            0.605178
0.82908            0.635348
0.848075            0.612595
0.816804            0.586797
0.821057            0.596328
0.794743            0.613885
0.838938            0.647298
0.808718            0.638211
0.818146            0.638477
0.814176            0.610687
0.798459            0.575898
0.826879            0.615708
0.816881            0.599945
0.786745            0.589814
0.79112            0.621849
0.829826            0.627741
0.812013            0.634403
0.822997            0.643112
0.814547             0.60868
0.814571            0.636651
0.798924            0.655214
0.757391            0.629773
0.782197            0.620638
0.785213            0.614544
0.814687            0.633473
0.808934            0.602614
0.819412            0.594413
0.845192            0.621213
0.811719            0.589463
0.766585            0.616232
0.79776            0.606308
0.81529            0.600239
0.779165            0.631973
0.768857            0.667799
0.801619            0.635497
0.814549            0.598699
0.790424             0.59003
0.790424             0.59003
0.830167            0.601455
0.808733            0.638307
0.825583            0.617046
0.794632             0.60554
0.822749            0.618394
0.820167             0.62241
0.796078            0.616585
0.835517            0.604892
0.852089             0.60029
0.817718            0.569902
0.859098            0.618386
0.859098            0.618386
0.819508            0.654212
0.838691            0.629217
0.805239            0.624928
0.784821            0.625259
0.775916            0.609367
0.767343            0.613413
0.792453            0.624581
0.791681            0.634805
0.759917            0.619782
0.771152             0.63549
0.788165            0.637025
0.763073            0.589338
0.807324            0.617369
0.813091            0.617483
0.778705            0.624575
0.807991            0.591935
0.842469            0.617199
0.825208            0.590268
0.855979            0.623554
0.812201            0.626972
0.764473            0.607266
0.792353            0.623571
0.811031            0.640652
0.820997            0.643943
0.846836            0.627497
0.80486            0.636356
0.767725             0.62476
0.812078            0.619727
0.836802            0.637071
0.795624            0.599909
0.818969            0.638496
0.830464             0.59253
0.805894            0.636735
0.784603            0.612985
0.778293            0.654796
0.803123            0.619025
0.8127            0.612934
0.823688             0.63892
0.830956            0.617912
0.823989            0.628669
0.84138            0.597739
0.820328            0.616466
0.825725             0.59494
0.781335              0.6133
0.797291            0.597001
0.762845            0.614894
0.812796            0.611131
0.770377            0.612582
0.775083            0.640098
0.786435            0.590853
0.778075             0.59154
0.774745            0.626452
0.81298            0.619919
0.791881            0.620898
0.820438            0.631302
0.816419             0.60091
0.781361            0.642766
0.797054            0.642046
0.797054            0.642046
0.763834            0.649359
0.769628            0.619756
0.77964            0.611564
0.77565             0.62295
0.791664            0.599624
0.814668            0.611154
0.804573            0.606115
0.810139            0.597751
0.8083            0.634254
0.782884            0.611044
0.805739            0.628294
0.755757            0.611475
0.771112            0.595492
0.754082            0.592825
0.76655            0.622028
0.762045            0.627722
0.805778            0.624521
0.793074            0.646499
0.774532             0.60839
0.799961            0.602677
0.816235            0.609386
0.81105            0.602081
0.781844            0.646342
0.793335            0.606622
0.816867            0.656146
0.802462             0.65526
0.812044            0.633356
0.790774            0.620029
0.815416             0.63771
0.829046            0.617675
0.812694            0.617261
0.797773            0.614643
0.786444            0.620177
0.786747            0.611594
0.824551            0.616762
0.793721            0.625643
0.798746            0.614726
0.824633             0.62651
0.793574            0.627529
0.81688            0.619891
0.792965            0.614396
0.76143            0.603875
0.808792            0.626898
0.790524            0.598432
0.757903            0.607014
0.789951            0.616765
0.802916            0.606788
0.834637            0.609947
0.834637            0.609947
0.807137            0.606662
0.801666            0.625197
0.778334            0.615985
0.793323            0.615328
0.825636             0.59853
0.79008             0.64176
0.800118            0.598448
0.830344            0.599572
0.840148            0.608835
0.794769            0.611061
0.798597            0.615219
0.824086            0.621683
0.776793            0.630178
0.793898            0.614229
0.781607            0.602896
0.811976            0.616496
0.813375            0.615127
0.808934            0.623006
0.795175            0.621231
